0,1,0,50000000000,0.000000
1,0,0,50000000000,0.000000
0,26,0,50000000000,0.000000
26,0,0,50000000000,0.000000
1,2,0,50000000000,0.000000
2,1,0,50000000000,0.000000
1,27,0,50000000000,0.000000
27,1,0,50000000000,0.000000
2,3,0,50000000000,0.000000
3,2,0,50000000000,0.000000
2,28,0,50000000000,0.000000
28,2,0,50000000000,0.000000
3,4,0,50000000000,0.000000
4,3,0,50000000000,0.000000
3,29,0,50000000000,0.000000
29,3,0,50000000000,0.000000
4,5,0,50000000000,0.000000
5,4,0,50000000000,0.000000
4,30,0,50000000000,0.000000
30,4,0,50000000000,0.000000
5,6,0,50000000000,0.000000
6,5,0,50000000000,0.000000
5,31,0,50000000000,0.000000
31,5,0,50000000000,0.000000
6,7,0,50000000000,0.000000
7,6,0,50000000000,0.000000
6,32,0,50000000000,0.000000
32,6,0,50000000000,0.000000
7,8,0,50000000000,0.000000
8,7,0,50000000000,0.000000
7,33,0,50000000000,0.000000
33,7,0,50000000000,0.000000
8,9,0,50000000000,0.000000
9,8,0,50000000000,0.000000
8,34,0,50000000000,0.000000
34,8,0,50000000000,0.000000
9,10,0,50000000000,0.000000
10,9,0,50000000000,0.000000
9,35,0,50000000000,0.000000
35,9,0,50000000000,0.000000
10,11,0,50000000000,0.000000
11,10,0,50000000000,0.000000
10,36,0,50000000000,0.000000
36,10,0,50000000000,0.000000
11,12,0,1000000000,0.008478
11,12,1000000000,5000000000,0.000000
11,12,5000000000,6000000000,0.000306
11,12,6000000000,10000000000,0.000000
11,12,10000000000,11000000000,0.008478
11,12,11000000000,21000000000,0.000000
11,12,21000000000,22000000000,0.008478
11,12,22000000000,25000000000,0.000000
11,12,25000000000,26000000000,0.008478
11,12,26000000000,33000000000,0.000000
11,12,33000000000,34000000000,0.000306
11,12,34000000000,50000000000,0.000000
12,11,0,1000000000,0.000306
12,11,1000000000,5000000000,0.000000
12,11,5000000000,6000000000,0.008478
12,11,6000000000,10000000000,0.000000
12,11,10000000000,11000000000,0.000306
12,11,11000000000,21000000000,0.000000
12,11,21000000000,22000000000,0.000306
12,11,22000000000,25000000000,0.000000
12,11,25000000000,26000000000,0.000306
12,11,26000000000,33000000000,0.000000
12,11,33000000000,34000000000,0.008478
12,11,34000000000,50000000000,0.000000
11,37,0,50000000000,0.000000
37,11,0,50000000000,0.000000
12,13,0,1000000000,0.008478
12,13,1000000000,5000000000,0.000000
12,13,5000000000,6000000000,0.000306
12,13,6000000000,10000000000,0.000000
12,13,10000000000,11000000000,0.008478
12,13,11000000000,21000000000,0.000000
12,13,21000000000,22000000000,0.008478
12,13,22000000000,25000000000,0.000000
12,13,25000000000,26000000000,0.008478
12,13,26000000000,33000000000,0.000000
12,13,33000000000,34000000000,0.000306
12,13,34000000000,50000000000,0.000000
13,12,0,1000000000,0.000306
13,12,1000000000,5000000000,0.000000
13,12,5000000000,6000000000,0.008478
13,12,6000000000,10000000000,0.000000
13,12,10000000000,11000000000,0.000306
13,12,11000000000,21000000000,0.000000
13,12,21000000000,22000000000,0.000306
13,12,22000000000,25000000000,0.000000
13,12,25000000000,26000000000,0.000306
13,12,26000000000,33000000000,0.000000
13,12,33000000000,34000000000,0.008478
13,12,34000000000,50000000000,0.000000
12,38,0,2000000000,0.000000
12,38,2000000000,3000000000,0.008478
12,38,3000000000,7000000000,0.000000
12,38,7000000000,8000000000,0.008478
12,38,8000000000,22000000000,0.000000
