12,67632489669,0
12,67647543299,0
12,67665640486,1380
12,67667978134,4140
12,67669425476,6900
12,67671720019,9660
12,67674057744,12420
12,67683738324,15180
12,67686075972,17940
12,67688413603,20700
12,67690751235,23460
12,67692156138,26220
12,67694910102,28980
12,67697247734,31740
12,67701879796,34500
12,67704217445,37260
12,67706555076,40020
12,67708892724,42780
12,67711230356,45540
12,67713567987,48300
12,67715905635,51060
12,67718243267,53820
12,67720580898,56580
12,67722918546,59340
12,67725256178,62100
12,67727593809,64860
12,67729931457,67620
12,67732269089,70380
12,67734606720,73140
12,67736944368,75900
12,67739282000,78660
12,67741619631,81420
12,67743957279,84180
12,67746294911,86940
12,67749779758,89700
12,67752117406,92460
12,67754455037,95220
12,67756792669,97980
12,67759130317,100740
12,67761467948,103500
12,67763805580,106260
12,67766143228,109020
12,67768480859,111780
12,67770818491,114540
12,67773156139,117300
12,67775493770,120060
12,67777831402,122820
12,67780169050,125580
12,67782506681,128340
12,67784844313,131100
12,67787181961,133860
12,67789519592,136620
12,67791857224,139380
12,67794194872,142140
12,67796532503,144900
12,67798870135,147660
12,67801207783,150420
12,67803545414,153180
12,67805883046,155940
12,67808220694,158700
12,67810558325,161460
12,67812895974,164220
12,67816380821,166980
12,67818718452,169740
12,67821056100,172500
12,67823393732,175260
12,67825731363,178020
12,67828069011,180780
12,67830406643,183540
12,67832744274,186300
12,67835081923,189060
12,67837419554,191820
12,67839757185,194580
12,67842094834,197340
12,67844432465,200100
12,67846770096,202860
12,67849107745,205620
12,67851445376,208380
12,67853783008,211140
12,67856120656,213900
12,67858458287,216660
12,67860795919,219420
12,67863133567,222180
12,67865471198,224940
12,67867808830,227700
12,67870146478,230460
12,67872484109,233220
12,67874821741,235980
12,67878306605,238740
12,67880644236,241500
12,67882981884,244260
12,67885319516,247020
12,67887657147,249780
12,67889994795,252540
12,67892332427,255300
12,67894670058,258060
12,67895860474,260820
12,67895903691,263580
12,67897228495,266340
12,67899566221,269100
12,67901903929,271860
12,68013848477,273240
12,68035773313,274620
12,68048422039,276000
12,68049618982,277380
12,68050766293,278760
12,68051913636,280140
12,68054208210,281520
12,68067692654,282900
12,68069152299,284280
12,68071446858,285660
12,68073741400,287040
12,68076135110,288420
12,68086963922,289800
12,68088424169,291180
12,68090718712,292560
12,68093013255,293940
12,68095406965,295320
12,68106235826,296700
12,68107696675,298080
12,68109991219,299460
12,68112285746,300840
12,68114679470,302220
12,68125508383,303600
12,68126969819,304980
12,68129264346,306360
12,68131558921,307740
12,68133952631,309120
12,68144781576,310500
12,68146243599,311880
12,68148538158,313260
12,68150832700,314640
12,68153226411,316020
12,68164055422,317400
12,68165518047,318780
12,68167812590,320160
12,68170107133,321540
12,68172500843,322920
12,68183329921,324300
12,68184793132,325680
12,68187087675,327060
12,68189382234,328440
12,68191775943,329820
12,68202605056,331200
12,68204068872,332580
12,68206363430,333960
12,68208657973,335340
12,68211051683,336720
12,68221880827,338100
12,68223345262,339480
12,68225639804,340860
12,68227934348,342240
12,68230328057,343620
12,68241157251,345000
12,68242622271,346380
12,68244916815,347760
12,68247211342,349140
12,68249605066,350520
12,68260434329,351900
12,68261899920,353280
12,68264194464,354660
12,68266489022,356040
12,68268882731,357420
12,68279712044,358800
12,68281178238,360180
12,68283472798,361560
12,68285767340,362940
12,68288161051,364320
12,68298990412,365700
12,68300457209,367080
12,68302751751,368460
12,68305046295,369840
12,68307440004,371220
12,68318269433,372600
12,68319736816,373980
12,68322031360,375360
12,68324325919,376740
12,68326719628,378120
12,68337549091,379500
12,68339017079,380880
12,68341311638,382260
12,68343606179,383640
12,68345999889,385020
12,68356829386,386400
12,68358297962,387780
12,68360592535,389160
12,68362887063,390540
12,68365280773,391920
12,68376110334,393300
12,68377579528,394680
12,68379874055,396060
12,68382168599,397440
12,68384562322,398820
12,68395391936,400200
12,68396861700,401580
12,68399156244,402960
12,68401450803,404340
12,69053125444,405720
12,69070478706,407100
12,69071613185,427800
12,69089727621,430560
12,69091262091,433320
12,69093556650,436080
12,69095851193,438840
12,69107829943,441600
12,69109365003,444360
12,69111659546,447120
12,69113954090,449880
12,69116291801,452640
12,69127080136,455400
12,69129417767,458160
12,69130910296,460920
12,69133204840,463680
12,69135542583,466440
12,69145226967,469200
12,69147564599,471960
12,69149057703,474720
12,69151352263,477480
12,69153689989,480240
12,69156447741,483000
12,69156447741,483000
12,69156447741,483000
12,69156447741,483000
12,69164521638,485760
12,69166859269,488520
12,69168444902,491280
12,69170647539,494040
12,69172985266,496800
12,69175322960,499560
12,69175718206,500000
